account_id,account_no,account_type,product_name,currency,open_date,close_date,status,interest_rate,customer_id,branch_id
2230,00000002230,DEPOSITO,Deposito 6 Bulan,IDR,2022-01-23,,ACTIVE,0.95,1485,12
2231,00000002231,TABUNGAN,Tabungan Bisnis,IDR,2010-12-13,,ACTIVE,7.3,1486,9
2232,00000002232,GIRO,Giro Valas,IDR,2015-02-16,2016-04-10,CLOSED,4.18,1487,7
2233,00000002233,DEPOSITO,Deposito 3 Bulan,IDR,2016-10-05,,ACTIVE,5.62,1488,5
2234,00000002234,TABUNGAN,Tabungan Bisnis,IDR,2020-11-15,,ACTIVE,6.4,1489,20
2235,00000002235,TABUNGAN,Tabungan Junior,IDR,2020-12-04,,ACTIVE,5.41,1489,20
2236,00000002236,TABUNGAN,Tabungan Online,IDR,2016-06-10,,ACTIVE,4.29,1489,20
2237,00000002237,GIRO,Giro Bisnis,IDR,2018-03-13,,ACTIVE,1.27,1490,18
2238,00000002238,TABUNGAN,Tabungan Bisnis,USD,2019-02-20,2021-04-02,CLOSED,6.93,1491,14
2239,00000002239,GIRO,Giro Reguler,IDR,2016-06-04,,ACTIVE,2.13,1492,16
2240,00000002240,DEPOSITO,Deposito 12 Bulan,IDR,2019-10-18,,ACTIVE,5.8,1493,8
2241,00000002241,GIRO,Giro Valas,IDR,2013-07-20,,ACTIVE,5.76,1493,8
2242,00000002242,TABUNGAN,Tabungan Reguler,IDR,2017-04-21,,DORMANT,6.87,1494,20
2243,00000002243,TABUNGAN,Tabungan Junior,USD,2010-07-11,2021-01-31,CLOSED,1.32,1495,3
2244,00000002244,TABUNGAN,Tabungan Bisnis,IDR,2019-03-02,,ACTIVE,5.25,1496,7
2245,00000002245,TABUNGAN,Tabungan Junior,IDR,2014-08-30,,ACTIVE,1.12,1496,7
2246,00000002246,DEPOSITO,Deposito 6 Bulan,IDR,2013-05-14,,ACTIVE,2.36,1497,16
2247,00000002247,TABUNGAN,Tabungan Junior,IDR,2016-05-08,,DORMANT,5.46,1498,10
2248,00000002248,TABUNGAN,Tabungan Online,IDR,2016-07-05,,ACTIVE,3.72,1498,10
2249,00000002249,GIRO,Giro Valas,IDR,2016-12-29,2021-05-22,CLOSED,4.48,1499,3
2250,00000002250,DEPOSITO,Deposito 1 Bulan,IDR,2015-11-07,,ACTIVE,2.03,1499,3
2251,00000002251,DEPOSITO,Deposito 12 Bulan,IDR,2013-09-16,,ACTIVE,2.72,1500,24
2252,00000002252,TABUNGAN,Tabungan Online,IDR,2010-09-01,,ACTIVE,1.74,1501,13
2253,00000002253,TABUNGAN,Tabungan Junior,IDR,2013-12-14,,ACTIVE,6.09,1501,13
2254,00000002254,DEPOSITO,Deposito 12 Bulan,IDR,2012-07-03,,ACTIVE,6.82,1502,15
2255,00000002255,TABUNGAN,Tabungan Reguler,IDR,2013-10-28,,ACTIVE,3.44,1502,15
2256,00000002256,DEPOSITO,Deposito 12 Bulan,IDR,2016-06-18,,ACTIVE,1.79,1502,15
2257,00000002257,TABUNGAN,Tabungan Reguler,IDR,2010-08-18,,ACTIVE,5.38,1503,4
2258,00000002258,TABUNGAN,Tabungan Junior,IDR,2010-12-20,,DORMANT,4.29,1503,4
2259,00000002259,DEPOSITO,Deposito 12 Bulan,IDR,2012-08-22,,ACTIVE,3.43,1503,4
2260,00000002260,GIRO,Giro Reguler,USD,2021-07-05,,ACTIVE,4.68,1504,18
2261,00000002261,TABUNGAN,Tabungan Junior,IDR,2011-02-16,,ACTIVE,1.06,1504,18
2262,00000002262,GIRO,Giro Valas,IDR,2019-04-30,,ACTIVE,4.21,1504,18
2263,00000002263,TABUNGAN,Tabungan Online,IDR,2023-05-11,,ACTIVE,7.29,1505,11
2264,00000002264,TABUNGAN,Tabungan Reguler,IDR,2011-07-14,,DORMANT,7.44,1506,9
2265,00000002265,TABUNGAN,Tabungan Bisnis,IDR,2015-08-08,,ACTIVE,0.77,1507,12
2266,00000002266,GIRO,Giro Valas,IDR,2022-02-07,,ACTIVE,4.57,1507,12
2267,00000002267,TABUNGAN,Tabungan Reguler,IDR,2011-03-23,,ACTIVE,6.55,1508,10
2268,00000002268,DEPOSITO,Deposito 3 Bulan,IDR,2023-11-05,,ACTIVE,3.81,1509,22
2269,00000002269,TABUNGAN,Tabungan Junior,IDR,2011-01-23,,ACTIVE,5.53,1510,17
2270,00000002270,TABUNGAN,Tabungan Junior,USD,2013-07-06,,ACTIVE,2.38,1510,17
2271,00000002271,DEPOSITO,Deposito 1 Bulan,IDR,2018-03-16,,ACTIVE,4.54,1511,8
2272,00000002272,TABUNGAN,Tabungan Online,USD,2015-08-22,,ACTIVE,4.83,1512,19
2273,00000002273,GIRO,Giro Reguler,USD,2021-09-01,,ACTIVE,1.06,1513,13
2274,00000002274,TABUNGAN,Tabungan Online,IDR,2018-12-27,,ACTIVE,2.59,1514,23
2275,00000002275,DEPOSITO,Deposito 12 Bulan,IDR,2010-11-12,,ACTIVE,7.24,1515,22
2276,00000002276,TABUNGAN,Tabungan Reguler,IDR,2021-03-16,,ACTIVE,4.94,1515,22
2277,00000002277,TABUNGAN,Tabungan Junior,IDR,2015-08-17,2023-09-04,CLOSED,6.89,1516,7
2278,00000002278,DEPOSITO,Deposito 1 Bulan,IDR,2018-02-14,,ACTIVE,4.16,1516,7
2279,00000002279,TABUNGAN,Tabungan Junior,IDR,2024-05-03,,ACTIVE,6.36,1517,13
2280,00000002280,TABUNGAN,Tabungan Junior,USD,2012-12-31,,DORMANT,1.07,1518,14
2281,00000002281,GIRO,Giro Valas,IDR,2016-09-24,,ACTIVE,4.85,1518,14
2282,00000002282,TABUNGAN,Tabungan Online,USD,2017-11-08,,ACTIVE,5.13,1519,12
2283,00000002283,TABUNGAN,Tabungan Reguler,IDR,2015-02-18,,ACTIVE,1.06,1519,12
2284,00000002284,TABUNGAN,Tabungan Reguler,IDR,2019-06-20,,ACTIVE,5.21,1519,12
2285,00000002285,GIRO,Giro Reguler,IDR,2014-07-05,,ACTIVE,5.28,1520,6
2286,00000002286,TABUNGAN,Tabungan Reguler,IDR,2014-01-10,,ACTIVE,4.74,1521,2
2287,00000002287,TABUNGAN,Tabungan Bisnis,IDR,2017-07-07,,ACTIVE,4.71,1521,2
2288,00000002288,GIRO,Giro Reguler,IDR,2022-02-01,,ACTIVE,4.94,1521,2
2289,00000002289,TABUNGAN,Tabungan Online,IDR,2011-10-02,,ACTIVE,3.82,1522,14
2290,00000002290,TABUNGAN,Tabungan Online,USD,2011-11-16,,ACTIVE,2.55,1522,14
2291,00000002291,GIRO,Giro Valas,IDR,2020-05-13,2020-08-02,CLOSED,6.06,1523,15
2292,00000002292,DEPOSITO,Deposito 6 Bulan,IDR,2021-05-20,,ACTIVE,3.4,1524,6
2293,00000002293,TABUNGAN,Tabungan Bisnis,IDR,2013-09-27,,DORMANT,1.0,1524,6
2294,00000002294,GIRO,Giro Bisnis,IDR,2018-02-28,,ACTIVE,5.0,1525,16
2295,00000002295,GIRO,Giro Valas,IDR,2013-08-18,,ACTIVE,0.9,1525,16
2296,00000002296,GIRO,Giro Reguler,IDR,2023-03-09,,ACTIVE,2.17,1526,18
2297,00000002297,TABUNGAN,Tabungan Bisnis,IDR,2019-03-06,2023-09-06,CLOSED,1.91,1527,19
2298,00000002298,GIRO,Giro Valas,IDR,2017-07-05,,ACTIVE,5.58,1528,16
2299,00000002299,TABUNGAN,Tabungan Junior,IDR,2015-11-28,,ACTIVE,2.77,1529,5
2300,00000002300,TABUNGAN,Tabungan Junior,IDR,2021-04-02,,DORMANT,6.15,1530,13
2301,00000002301,TABUNGAN,Tabungan Online,IDR,2014-08-28,,ACTIVE,0.74,1531,18
2302,00000002302,TABUNGAN,Tabungan Reguler,IDR,2022-01-16,,ACTIVE,1.67,1532,23
2303,00000002303,GIRO,Giro Reguler,IDR,2012-01-08,,ACTIVE,3.34,1533,13
2304,00000002304,DEPOSITO,Deposito 12 Bulan,USD,2023-01-07,,ACTIVE,3.96,1534,6
2305,00000002305,GIRO,Giro Bisnis,IDR,2017-10-02,2024-07-31,CLOSED,1.63,1535,15
2306,00000002306,TABUNGAN,Tabungan Reguler,IDR,2013-06-16,,ACTIVE,1.92,1536,4
2307,00000002307,DEPOSITO,Deposito 1 Bulan,USD,2013-07-04,,ACTIVE,3.27,1537,25
2308,00000002308,TABUNGAN,Tabungan Junior,IDR,2018-06-07,,ACTIVE,1.99,1538,7
2309,00000002309,TABUNGAN,Tabungan Reguler,IDR,2020-08-22,,ACTIVE,6.93,1539,5
2310,00000002310,GIRO,Giro Bisnis,USD,2010-06-11,,DORMANT,2.36,1540,6
2311,00000002311,TABUNGAN,Tabungan Junior,IDR,2010-03-20,,ACTIVE,1.93,1541,1
2312,00000002312,TABUNGAN,Tabungan Online,IDR,2015-01-28,,ACTIVE,3.93,1542,10
2313,00000002313,TABUNGAN,Tabungan Bisnis,IDR,2024-04-17,,ACTIVE,2.46,1543,5
2314,00000002314,GIRO,Giro Valas,IDR,2018-08-16,,DORMANT,1.83,1544,15
2315,00000002315,GIRO,Giro Reguler,IDR,2014-04-28,,ACTIVE,1.62,1544,15
2316,00000002316,DEPOSITO,Deposito 6 Bulan,IDR,2019-04-08,,ACTIVE,5.16,1545,9
2317,00000002317,TABUNGAN,Tabungan Reguler,IDR,2011-06-28,,ACTIVE,5.5,1546,5
2318,00000002318,TABUNGAN,Tabungan Bisnis,IDR,2014-04-17,,ACTIVE,0.55,1547,2
2319,00000002319,GIRO,Giro Valas,IDR,2018-03-08,,ACTIVE,7.24,1548,23
2320,00000002320,TABUNGAN,Tabungan Reguler,IDR,2015-09-30,,ACTIVE,7.01,1548,23
2321,00000002321,TABUNGAN,Tabungan Online,IDR,2024-05-09,,ACTIVE,2.23,1549,10
2322,00000002322,GIRO,Giro Reguler,IDR,2010-07-01,,DORMANT,1.2,1550,13
2323,00000002323,TABUNGAN,Tabungan Online,IDR,2010-10-05,,ACTIVE,1.07,1550,13
2324,00000002324,DEPOSITO,Deposito 6 Bulan,IDR,2016-05-18,,ACTIVE,7.09,1551,18
2325,00000002325,GIRO,Giro Reguler,IDR,2021-08-08,,ACTIVE,7.17,1551,18
2326,00000002326,TABUNGAN,Tabungan Online,IDR,2016-05-09,,ACTIVE,6.53,1552,5
2327,00000002327,GIRO,Giro Reguler,IDR,2014-10-26,,ACTIVE,6.16,1552,5
2328,00000002328,DEPOSITO,Deposito 1 Bulan,IDR,2010-09-27,,ACTIVE,4.11,1553,21
2329,00000002329,TABUNGAN,Tabungan Junior,IDR,2017-07-02,,ACTIVE,4.53,1554,5
2330,00000002330,TABUNGAN,Tabungan Bisnis,IDR,2011-11-08,,ACTIVE,3.75,1555,15
2331,00000002331,TABUNGAN,Tabungan Junior,IDR,2010-11-23,,ACTIVE,3.63,1555,15
2332,00000002332,TABUNGAN,Tabungan Junior,IDR,2013-10-25,,ACTIVE,5.61,1556,1
2333,00000002333,TABUNGAN,Tabungan Online,IDR,2013-07-01,,ACTIVE,1.39,1557,1
2334,00000002334,TABUNGAN,Tabungan Online,IDR,2016-10-27,,ACTIVE,5.68,1558,5
2335,00000002335,TABUNGAN,Tabungan Online,IDR,2010-01-24,,ACTIVE,6.99,1559,25
2336,00000002336,TABUNGAN,Tabungan Bisnis,IDR,2015-08-02,,ACTIVE,1.1,1559,25
2337,00000002337,TABUNGAN,Tabungan Online,IDR,2011-05-21,,ACTIVE,6.81,1560,13
2338,00000002338,TABUNGAN,Tabungan Junior,IDR,2016-03-13,,ACTIVE,0.8,1561,5
2339,00000002339,DEPOSITO,Deposito 3 Bulan,IDR,2011-03-14,,ACTIVE,4.56,1561,5
2340,00000002340,TABUNGAN,Tabungan Online,IDR,2011-03-26,,ACTIVE,2.54,1562,25
2341,00000002341,TABUNGAN,Tabungan Bisnis,IDR,2017-05-05,,ACTIVE,6.45,1563,7
2342,00000002342,DEPOSITO,Deposito 6 Bulan,IDR,2017-11-20,,ACTIVE,6.7,1564,8
2343,00000002343,TABUNGAN,Tabungan Online,IDR,2023-01-15,,ACTIVE,1.97,1565,12
2344,00000002344,TABUNGAN,Tabungan Bisnis,IDR,2019-02-23,,ACTIVE,1.81,1566,18
2345,00000002345,TABUNGAN,Tabungan Reguler,IDR,2012-01-09,,ACTIVE,1.72,1566,18
2346,00000002346,TABUNGAN,Tabungan Online,IDR,2016-02-28,,ACTIVE,5.73,1567,3
2347,00000002347,TABUNGAN,Tabungan Online,IDR,2017-02-19,,ACTIVE,1.74,1568,6
2348,00000002348,TABUNGAN,Tabungan Online,IDR,2016-07-02,,ACTIVE,1.53,1568,6
2349,00000002349,TABUNGAN,Tabungan Bisnis,IDR,2020-12-31,,ACTIVE,1.9,1569,3
2350,00000002350,GIRO,Giro Reguler,IDR,2020-06-30,,ACTIVE,7.18,1570,3
2351,00000002351,DEPOSITO,Deposito 12 Bulan,IDR,2017-12-26,,ACTIVE,2.99,1571,17
2352,00000002352,GIRO,Giro Reguler,IDR,2023-12-14,,ACTIVE,4.38,1572,21
2353,00000002353,GIRO,Giro Valas,IDR,2014-11-30,,ACTIVE,4.07,1572,21
2354,00000002354,TABUNGAN,Tabungan Bisnis,IDR,2021-10-31,,ACTIVE,6.63,1572,21
2355,00000002355,TABUNGAN,Tabungan Junior,IDR,2022-09-17,,ACTIVE,1.3,1573,13
2356,00000002356,TABUNGAN,Tabungan Reguler,IDR,2010-07-13,,ACTIVE,7.13,1574,7
2357,00000002357,TABUNGAN,Tabungan Bisnis,IDR,2010-12-22,,ACTIVE,1.36,1575,1
2358,00000002358,DEPOSITO,Deposito 1 Bulan,IDR,2018-07-20,,ACTIVE,0.69,1576,10
2359,00000002359,DEPOSITO,Deposito 12 Bulan,IDR,2019-11-01,,ACTIVE,5.6,1577,15
2360,00000002360,DEPOSITO,Deposito 6 Bulan,IDR,2014-10-18,,ACTIVE,6.61,1578,6
2361,00000002361,TABUNGAN,Tabungan Bisnis,IDR,2011-05-09,,DORMANT,5.95,1578,6
2362,00000002362,GIRO,Giro Bisnis,IDR,2019-05-13,,ACTIVE,1.57,1579,13
2363,00000002363,DEPOSITO,Deposito 1 Bulan,IDR,2012-10-24,,ACTIVE,5.47,1580,21
2364,00000002364,TABUNGAN,Tabungan Junior,IDR,2012-12-09,,ACTIVE,7.08,1581,11
2365,00000002365,TABUNGAN,Tabungan Online,IDR,2012-10-29,,ACTIVE,1.34,1582,9
2366,00000002366,TABUNGAN,Tabungan Junior,IDR,2015-05-21,,ACTIVE,4.45,1582,9
2367,00000002367,TABUNGAN,Tabungan Bisnis,USD,2017-04-13,,ACTIVE,7.29,1583,3
2368,00000002368,TABUNGAN,Tabungan Reguler,IDR,2019-12-07,,ACTIVE,2.46,1583,3
2369,00000002369,TABUNGAN,Tabungan Online,IDR,2011-07-01,,ACTIVE,6.6,1584,14
2370,00000002370,TABUNGAN,Tabungan Junior,IDR,2022-09-14,,ACTIVE,2.61,1584,14
2371,00000002371,TABUNGAN,Tabungan Reguler,IDR,2018-02-10,,ACTIVE,1.17,1584,14
2372,00000002372,GIRO,Giro Valas,IDR,2010-01-30,,ACTIVE,6.26,1585,23
2373,00000002373,TABUNGAN,Tabungan Reguler,IDR,2017-09-02,,ACTIVE,2.28,1586,6
2374,00000002374,TABUNGAN,Tabungan Online,IDR,2022-06-26,,ACTIVE,2.39,1587,5
2375,00000002375,GIRO,Giro Reguler,IDR,2022-04-19,,ACTIVE,6.83,1587,5
2376,00000002376,DEPOSITO,Deposito 1 Bulan,IDR,2016-04-24,,ACTIVE,5.97,1588,21
2377,00000002377,GIRO,Giro Valas,IDR,2021-12-06,,ACTIVE,4.13,1588,21
2378,00000002378,TABUNGAN,Tabungan Junior,IDR,2022-01-06,,ACTIVE,3.88,1588,21
2379,00000002379,TABUNGAN,Tabungan Reguler,IDR,2012-11-27,,ACTIVE,3.89,1589,3
2380,00000002380,GIRO,Giro Valas,IDR,2023-04-01,,ACTIVE,6.82,1590,9
2381,00000002381,TABUNGAN,Tabungan Online,IDR,2023-03-17,2024-06-09,CLOSED,1.51,1591,16
2382,00000002382,TABUNGAN,Tabungan Online,IDR,2022-06-27,,ACTIVE,1.9,1592,21
2383,00000002383,GIRO,Giro Bisnis,IDR,2012-04-22,2023-12-11,CLOSED,3.61,1592,21
2384,00000002384,TABUNGAN,Tabungan Junior,IDR,2016-01-18,,ACTIVE,1.98,1593,19
2385,00000002385,TABUNGAN,Tabungan Junior,USD,2022-09-07,,DORMANT,3.44,1593,19
2386,00000002386,DEPOSITO,Deposito 6 Bulan,IDR,2014-05-07,,ACTIVE,2.05,1594,2
2387,00000002387,TABUNGAN,Tabungan Junior,IDR,2014-02-18,,ACTIVE,5.06,1594,2
2388,00000002388,TABUNGAN,Tabungan Bisnis,IDR,2014-04-26,,ACTIVE,6.99,1595,10
2389,00000002389,TABUNGAN,Tabungan Online,IDR,2017-08-13,,ACTIVE,5.6,1595,10
2390,00000002390,TABUNGAN,Tabungan Junior,USD,2011-11-07,,DORMANT,0.73,1596,20
2391,00000002391,TABUNGAN,Tabungan Bisnis,IDR,2014-10-26,,DORMANT,0.83,1597,8
2392,00000002392,DEPOSITO,Deposito 6 Bulan,IDR,2020-09-25,,ACTIVE,1.97,1598,5
2393,00000002393,TABUNGAN,Tabungan Online,IDR,2012-10-23,,ACTIVE,3.14,1599,14
2394,00000002394,DEPOSITO,Deposito 3 Bulan,IDR,2016-04-11,,ACTIVE,3.13,1599,14
2395,00000002395,TABUNGAN,Tabungan Online,IDR,2023-10-28,,ACTIVE,6.46,1600,8
2396,00000002396,TABUNGAN,Tabungan Bisnis,IDR,2014-12-07,,ACTIVE,2.75,1600,8
2397,00000002397,DEPOSITO,Deposito 3 Bulan,IDR,2018-09-29,,ACTIVE,2.68,1601,21
2398,00000002398,TABUNGAN,Tabungan Online,IDR,2022-02-23,,DORMANT,3.3,1601,21
2399,00000002399,TABUNGAN,Tabungan Reguler,IDR,2014-02-22,,ACTIVE,2.32,1602,4
2400,00000002400,DEPOSITO,Deposito 12 Bulan,IDR,2013-11-11,,ACTIVE,5.24,1603,1
2401,00000002401,DEPOSITO,Deposito 6 Bulan,IDR,2012-07-21,,DORMANT,3.5,1604,15
2402,00000002402,GIRO,Giro Reguler,IDR,2018-11-25,,ACTIVE,5.29,1605,1
2403,00000002403,TABUNGAN,Tabungan Online,IDR,2023-05-24,,ACTIVE,1.21,1605,1
2404,00000002404,TABUNGAN,Tabungan Junior,IDR,2018-03-15,,ACTIVE,2.78,1606,18
2405,00000002405,TABUNGAN,Tabungan Junior,IDR,2017-07-04,,DORMANT,2.0,1607,15
2406,00000002406,TABUNGAN,Tabungan Bisnis,IDR,2023-04-28,,ACTIVE,4.47,1607,15
2407,00000002407,TABUNGAN,Tabungan Bisnis,IDR,2019-09-16,,ACTIVE,2.03,1608,16
2408,00000002408,TABUNGAN,Tabungan Online,IDR,2015-10-17,,ACTIVE,3.19,1609,7
2409,00000002409,TABUNGAN,Tabungan Bisnis,IDR,2021-06-03,,ACTIVE,1.21,1609,7
2410,00000002410,DEPOSITO,Deposito 3 Bulan,IDR,2015-01-07,,ACTIVE,5.1,1610,15
2411,00000002411,DEPOSITO,Deposito 1 Bulan,IDR,2015-01-15,,ACTIVE,4.1,1611,1
2412,00000002412,GIRO,Giro Bisnis,IDR,2015-12-03,,ACTIVE,7.41,1611,1
2413,00000002413,GIRO,Giro Bisnis,IDR,2014-06-22,,ACTIVE,1.18,1612,8
2414,00000002414,DEPOSITO,Deposito 1 Bulan,IDR,2015-09-06,,DORMANT,3.26,1612,8
2415,00000002415,TABUNGAN,Tabungan Online,IDR,2021-04-24,,ACTIVE,2.9,1613,3
2416,00000002416,DEPOSITO,Deposito 6 Bulan,USD,2022-06-22,,ACTIVE,5.76,1613,3
2417,00000002417,TABUNGAN,Tabungan Bisnis,IDR,2023-01-28,,ACTIVE,4.24,1614,8
2418,00000002418,TABUNGAN,Tabungan Bisnis,IDR,2012-09-27,,ACTIVE,1.42,1615,12
2419,00000002419,TABUNGAN,Tabungan Reguler,USD,2010-08-22,,ACTIVE,4.17,1616,13
2420,00000002420,TABUNGAN,Tabungan Junior,IDR,2021-03-31,,ACTIVE,1.31,1616,13
2421,00000002421,TABUNGAN,Tabungan Junior,IDR,2020-02-28,,ACTIVE,7.37,1617,23
2422,00000002422,TABUNGAN,Tabungan Junior,IDR,2010-08-31,,ACTIVE,5.8,1617,23
2423,00000002423,TABUNGAN,Tabungan Bisnis,IDR,2022-02-27,,ACTIVE,5.58,1618,11
2424,00000002424,GIRO,Giro Reguler,IDR,2014-01-03,,ACTIVE,4.08,1618,11
2425,00000002425,GIRO,Giro Reguler,IDR,2019-10-24,,ACTIVE,1.41,1619,2
2426,00000002426,GIRO,Giro Bisnis,IDR,2023-06-07,2024-01-11,CLOSED,0.82,1620,3
2427,00000002427,TABUNGAN,Tabungan Junior,IDR,2013-05-11,,ACTIVE,6.44,1621,3
2428,00000002428,TABUNGAN,Tabungan Online,IDR,2021-12-13,,ACTIVE,1.05,1621,3
2429,00000002429,GIRO,Giro Valas,IDR,2016-05-03,,ACTIVE,7.43,1622,12
2430,00000002430,TABUNGAN,Tabungan Online,IDR,2013-05-02,,ACTIVE,5.0,1622,12
2431,00000002431,TABUNGAN,Tabungan Junior,IDR,2018-10-16,,ACTIVE,2.39,1623,11
2432,00000002432,TABUNGAN,Tabungan Junior,IDR,2018-07-23,,DORMANT,6.07,1623,11
2433,00000002433,TABUNGAN,Tabungan Online,IDR,2017-03-09,,ACTIVE,2.46,1624,24
2434,00000002434,TABUNGAN,Tabungan Reguler,IDR,2021-04-19,,ACTIVE,3.51,1625,13
2435,00000002435,GIRO,Giro Valas,IDR,2012-08-23,,ACTIVE,7.39,1625,13
2436,00000002436,TABUNGAN,Tabungan Reguler,IDR,2019-01-31,,ACTIVE,2.87,1626,24
2437,00000002437,GIRO,Giro Bisnis,IDR,2020-03-12,,ACTIVE,5.63,1626,24
2438,00000002438,GIRO,Giro Valas,IDR,2017-07-16,,ACTIVE,3.24,1627,19
2439,00000002439,DEPOSITO,Deposito 3 Bulan,IDR,2022-10-19,,ACTIVE,5.99,1628,2
2440,00000002440,GIRO,Giro Valas,IDR,2012-07-03,,ACTIVE,7.46,1629,25
2441,00000002441,TABUNGAN,Tabungan Junior,IDR,2014-03-31,,ACTIVE,5.22,1629,25
2442,00000002442,GIRO,Giro Valas,IDR,2011-10-14,,ACTIVE,4.31,1629,25
2443,00000002443,GIRO,Giro Reguler,IDR,2012-08-10,,ACTIVE,2.62,1630,22
2444,00000002444,GIRO,Giro Bisnis,IDR,2018-09-29,,ACTIVE,1.87,1631,21
2445,00000002445,TABUNGAN,Tabungan Junior,IDR,2014-09-07,,ACTIVE,6.69,1632,5
2446,00000002446,TABUNGAN,Tabungan Junior,IDR,2011-04-22,,ACTIVE,4.66,1632,5
2447,00000002447,DEPOSITO,Deposito 1 Bulan,IDR,2022-04-25,,ACTIVE,4.44,1633,2
2448,00000002448,TABUNGAN,Tabungan Reguler,IDR,2021-03-06,,ACTIVE,5.9,1633,2
2449,00000002449,DEPOSITO,Deposito 12 Bulan,IDR,2014-11-19,,ACTIVE,0.55,1633,2
2450,00000002450,TABUNGAN,Tabungan Junior,IDR,2023-03-24,,ACTIVE,0.98,1634,5
2451,00000002451,TABUNGAN,Tabungan Online,IDR,2016-05-30,,ACTIVE,5.13,1635,9
2452,00000002452,TABUNGAN,Tabungan Reguler,IDR,2020-08-06,,ACTIVE,2.08,1636,19
2453,00000002453,TABUNGAN,Tabungan Online,IDR,2022-01-29,,ACTIVE,4.86,1636,19
2454,00000002454,TABUNGAN,Tabungan Reguler,IDR,2019-09-15,,ACTIVE,0.63,1637,11
2455,00000002455,TABUNGAN,Tabungan Junior,IDR,2022-08-10,,ACTIVE,5.73,1638,11
2456,00000002456,TABUNGAN,Tabungan Reguler,IDR,2019-01-28,,ACTIVE,1.04,1638,11
2457,00000002457,TABUNGAN,Tabungan Bisnis,IDR,2019-06-08,,ACTIVE,5.02,1639,9
2458,00000002458,DEPOSITO,Deposito 3 Bulan,IDR,2023-07-06,,ACTIVE,4.55,1640,22
2459,00000002459,TABUNGAN,Tabungan Online,IDR,2011-06-05,,ACTIVE,6.88,1641,13
2460,00000002460,DEPOSITO,Deposito 3 Bulan,IDR,2023-01-11,,DORMANT,0.77,1642,8
2461,00000002461,DEPOSITO,Deposito 1 Bulan,IDR,2021-08-13,,ACTIVE,5.59,1643,12
2462,00000002462,TABUNGAN,Tabungan Online,IDR,2021-03-01,,ACTIVE,1.13,1643,12
2463,00000002463,TABUNGAN,Tabungan Junior,IDR,2016-01-01,,DORMANT,2.25,1644,14
2464,00000002464,TABUNGAN,Tabungan Junior,IDR,2015-07-26,,ACTIVE,1.14,1644,14
2465,00000002465,TABUNGAN,Tabungan Online,IDR,2022-04-24,,ACTIVE,1.41,1645,10
2466,00000002466,TABUNGAN,Tabungan Reguler,IDR,2011-10-31,,DORMANT,4.68,1646,25
2467,00000002467,TABUNGAN,Tabungan Junior,IDR,2010-03-28,,ACTIVE,4.55,1646,25
2468,00000002468,TABUNGAN,Tabungan Reguler,IDR,2016-12-16,,ACTIVE,7.38,1647,9
2469,00000002469,TABUNGAN,Tabungan Bisnis,IDR,2013-03-28,,ACTIVE,1.24,1647,9
2470,00000002470,TABUNGAN,Tabungan Bisnis,IDR,2019-07-04,,ACTIVE,4.34,1648,18
2471,00000002471,GIRO,Giro Valas,IDR,2019-09-09,,ACTIVE,3.78,1648,18
2472,00000002472,GIRO,Giro Valas,IDR,2024-03-19,,DORMANT,1.38,1648,18
2473,00000002473,TABUNGAN,Tabungan Online,IDR,2013-10-25,,ACTIVE,4.9,1649,1
2474,00000002474,TABUNGAN,Tabungan Bisnis,IDR,2012-02-05,,ACTIVE,4.19,1649,1
2475,00000002475,TABUNGAN,Tabungan Junior,IDR,2023-04-15,,ACTIVE,1.31,1650,18
2476,00000002476,GIRO,Giro Bisnis,IDR,2022-07-04,,ACTIVE,1.56,1650,18
2477,00000002477,DEPOSITO,Deposito 6 Bulan,IDR,2021-07-11,2021-10-05,CLOSED,3.42,1650,18
2478,00000002478,TABUNGAN,Tabungan Reguler,IDR,2016-02-26,,ACTIVE,2.6,1651,16
2479,00000002479,TABUNGAN,Tabungan Reguler,IDR,2011-12-15,,ACTIVE,0.85,1652,18
2480,00000002480,TABUNGAN,Tabungan Reguler,IDR,2020-10-01,,ACTIVE,4.41,1652,18
2481,00000002481,TABUNGAN,Tabungan Junior,IDR,2012-11-05,,ACTIVE,6.61,1653,17
2482,00000002482,TABUNGAN,Tabungan Junior,IDR,2012-08-05,,ACTIVE,6.53,1653,17
2483,00000002483,TABUNGAN,Tabungan Online,IDR,2011-05-04,,ACTIVE,6.28,1654,9
2484,00000002484,TABUNGAN,Tabungan Bisnis,IDR,2022-03-04,,ACTIVE,3.56,1654,9
2485,00000002485,TABUNGAN,Tabungan Reguler,IDR,2018-04-20,,DORMANT,6.62,1655,2
2486,00000002486,TABUNGAN,Tabungan Reguler,IDR,2021-05-20,,ACTIVE,2.68,1656,20
2487,00000002487,TABUNGAN,Tabungan Bisnis,IDR,2014-12-06,,ACTIVE,5.77,1657,7
2488,00000002488,DEPOSITO,Deposito 6 Bulan,IDR,2013-05-23,,ACTIVE,2.5,1658,17
2489,00000002489,GIRO,Giro Reguler,IDR,2024-01-17,,ACTIVE,2.41,1658,17
2490,00000002490,TABUNGAN,Tabungan Reguler,IDR,2017-08-08,,ACTIVE,4.09,1659,9
2491,00000002491,TABUNGAN,Tabungan Online,IDR,2010-01-27,,ACTIVE,7.16,1660,25
2492,00000002492,TABUNGAN,Tabungan Bisnis,IDR,2023-05-19,,DORMANT,5.08,1661,2
